,0,1
0,"{104, 10, 124}",0.005795627859684799
1,"{104, 10, 125}",0.007930859176410779
2,"{104, 10, 167}",0.009252669039145907
3,"{104, 10, 168}",0.005185561769191663
4,"{10, 124, 167}",0.00681240467717336
5,"{10, 125, 167}",0.008032536858159633
6,"{168, 10, 167}",0.006100660904931368
7,"{140, 13, 14}",0.005083884087442806
8,"{13, 14, 167}",0.006100660904931368
9,"{104, 13, 167}",0.007625826131164209
10,"{124, 13, 167}",0.005388917132689374
11,"{168, 13, 167}",0.005185561769191663
12,"{17, 14, 167}",0.005388917132689374
13,"{32, 104, 14}",0.005083884087442806
14,"{32, 14, 167}",0.005897305541433655
15,"{66, 140, 14}",0.005185561769191663
16,"{66, 14, 167}",0.005795627859684799
17,"{104, 124, 14}",0.007320793085917641
18,"{104, 125, 14}",0.007015760040671073
19,"{104, 132, 14}",0.005083884087442806
20,"{104, 140, 14}",0.0056939501779359435
21,"{104, 14, 159}",0.0062023385866802234
22,"{104, 14, 167}",0.010777834265378749
23,"{104, 14, 168}",0.00813421453990849
24,"{140, 124, 14}",0.00681240467717336
25,"{124, 14, 159}",0.005388917132689374
26,"{124, 14, 167}",0.008744280630401627
27,"{168, 124, 14}",0.0071174377224199285
28,"{125, 14, 167}",0.007320793085917641
29,"{140, 14, 159}",0.005185561769191663
30,"{140, 14, 167}",0.0075241484494153535
31,"{168, 140, 14}",0.007422470767666497
32,"{167, 14, 159}",0.008032536858159633
33,"{168, 14, 159}",0.0071174377224199285
34,"{168, 14, 167}",0.009659379766141332
35,"{16, 104, 167}",0.009354346720894764
36,"{16, 104, 168}",0.005185561769191663
37,"{16, 124, 167}",0.0052872394509405184
38,"{16, 125, 167}",0.0056939501779359435
39,"{16, 140, 167}",0.005083884087442806
40,"{16, 167, 159}",0.0056939501779359435
41,"{16, 168, 167}",0.0071174377224199285
42,"{32, 17, 167}",0.005083884087442806
43,"{17, 51, 167}",0.005998983223182512
44,"{104, 17, 124}",0.0056939501779359435
45,"{104, 17, 125}",0.0066090493136756485
46,"{104, 17, 159}",0.005490594814438231
47,"{104, 17, 163}",0.005795627859684799
48,"{104, 17, 167}",0.011489578037620742
49,"{104, 17, 168}",0.006405693950177936
50,"{17, 124, 167}",0.0066090493136756485
51,"{17, 125, 167}",0.008235892221657347
52,"{17, 167, 159}",0.0062023385866802234
53,"{17, 163, 167}",0.006710726995424504
54,"{168, 17, 167}",0.009354346720894764
55,"{104, 125, 29}",0.0056939501779359435
56,"{104, 29, 167}",0.008439247585155059
57,"{124, 29, 167}",0.0052872394509405184
58,"{125, 29, 167}",0.005998983223182512
59,"{104, 30, 167}",0.005490594814438231
60,"{140, 30, 167}",0.005083884087442806
61,"{32, 51, 167}",0.0056939501779359435
62,"{32, 104, 111}",0.005897305541433655
63,"{32, 124, 104}",0.005998983223182512
64,"{32, 104, 125}",0.010371123538383325
65,"{32, 104, 159}",0.009049313675648195
66,"{32, 163, 104}",0.0056939501779359435
67,"{32, 104, 167}",0.013014743263853584
68,"{32, 104, 168}",0.007625826131164209
69,"{32, 159, 111}",0.005592272496187087
70,"{32, 167, 111}",0.005185561769191663
71,"{32, 124, 167}",0.007219115404168785
72,"{32, 124, 168}",0.005795627859684799
73,"{32, 125, 159}",0.0056939501779359435
74,"{32, 125, 167}",0.009150991357397052
75,"{32, 167, 159}",0.009049313675648195
76,"{32, 168, 159}",0.00630401626842908
77,"{32, 163, 167}",0.00630401626842908
78,"{32, 168, 167}",0.010269445856634469
79,"{104, 36, 167}",0.006405693950177936
80,"{168, 36, 167}",0.005083884087442806
81,"{104, 41, 167}",0.006710726995424504
82,"{104, 41, 168}",0.0052872394509405184
83,"{168, 41, 167}",0.0066090493136756485
84,"{104, 42, 125}",0.005490594814438231
85,"{104, 42, 159}",0.0052872394509405184
86,"{104, 42, 167}",0.009862735129639044
87,"{104, 42, 168}",0.006100660904931368
88,"{42, 124, 167}",0.005897305541433655
89,"{42, 125, 167}",0.0062023385866802234
90,"{167, 42, 159}",0.006507371631926792
91,"{168, 42, 159}",0.0052872394509405184
92,"{42, 163, 167}",0.005897305541433655
93,"{168, 42, 167}",0.010066090493136757
94,"{90, 51, 167}",0.005185561769191663
95,"{104, 51, 124}",0.005897305541433655
96,"{104, 51, 125}",0.007320793085917641
97,"{104, 51, 140}",0.005083884087442806
98,"{104, 51, 163}",0.005083884087442806
99,"{104, 51, 167}",0.012302999491611592
100,"{104, 51, 168}",0.005795627859684799
101,"{167, 51, 111}",0.005388917132689374
102,"{51, 124, 167}",0.0066090493136756485
103,"{51, 125, 167}",0.008540925266903915
104,"{51, 140, 167}",0.005185561769191663
105,"{167, 51, 159}",0.006914082358922217
106,"{51, 163, 167}",0.0056939501779359435
107,"{168, 51, 167}",0.007727503812913066
108,"{104, 58, 124}",0.005592272496187087
109,"{104, 58, 167}",0.007625826131164209
110,"{58, 124, 167}",0.005998983223182512
111,"{58, 125, 167}",0.005083884087442806
112,"{167, 58, 159}",0.005185561769191663
113,"{168, 58, 167}",0.0062023385866802234
114,"{104, 65, 125}",0.006100660904931368
115,"{104, 65, 167}",0.009659379766141332
116,"{104, 65, 168}",0.0052872394509405184
117,"{65, 124, 167}",0.005083884087442806
118,"{65, 125, 167}",0.0062023385866802234
119,"{168, 65, 167}",0.006100660904931368
120,"{104, 66, 125}",0.0066090493136756485
121,"{104, 66, 159}",0.0066090493136756485
122,"{104, 66, 167}",0.01047280122013218
123,"{104, 66, 168}",0.008235892221657347
124,"{66, 124, 167}",0.005592272496187087
125,"{66, 125, 167}",0.006507371631926792
126,"{66, 140, 167}",0.006100660904931368
127,"{168, 66, 140}",0.005083884087442806
128,"{167, 66, 159}",0.005998983223182512
129,"{168, 66, 167}",0.00945602440264362
130,"{104, 70, 167}",0.00630401626842908
131,"{104, 75, 167}",0.005185561769191663
132,"{104, 167, 87}",0.0056939501779359435
133,"{104, 90, 124}",0.005185561769191663
134,"{104, 90, 125}",0.005897305541433655
135,"{104, 90, 167}",0.009252669039145907
136,"{104, 90, 168}",0.0056939501779359435
137,"{90, 124, 167}",0.007930859176410779
138,"{168, 90, 167}",0.007015760040671073
139,"{96, 104, 167}",0.00681240467717336
140,"{96, 124, 167}",0.0052872394509405184
141,"{96, 168, 167}",0.006100660904931368
142,"{104, 97, 124}",0.005490594814438231
143,"{104, 97, 125}",0.005998983223182512
144,"{104, 97, 167}",0.008337569903406202
145,"{104, 97, 168}",0.005592272496187087
146,"{97, 124, 167}",0.007625826131164209
147,"{168, 97, 124}",0.005083884087442806
148,"{97, 125, 167}",0.005795627859684799
149,"{97, 167, 159}",0.005083884087442806
150,"{168, 97, 167}",0.0066090493136756485
151,"{104, 100, 167}",0.005083884087442806
152,"{104, 125, 101}",0.0056939501779359435
153,"{104, 101, 167}",0.0066090493136756485
154,"{104, 107, 124}",0.006100660904931368
155,"{104, 107, 125}",0.005897305541433655
156,"{104, 107, 140}",0.005490594814438231
157,"{104, 107, 159}",0.005083884087442806
158,"{104, 107, 167}",0.010574478901881037
159,"{104, 107, 168}",0.0066090493136756485
160,"{104, 124, 111}",0.005083884087442806
161,"{104, 125, 111}",0.00813421453990849
162,"{104, 159, 111}",0.00945602440264362
163,"{104, 163, 111}",0.005592272496187087
164,"{104, 167, 111}",0.013523131672597865
165,"{104, 168, 111}",0.00813421453990849
166,"{104, 113, 124}",0.005592272496187087
167,"{104, 113, 125}",0.007015760040671073
168,"{104, 113, 167}",0.010167768174885612
169,"{104, 124, 125}",0.012201321809862735
170,"{104, 132, 124}",0.008845958312150484
171,"{104, 124, 135}",0.0052872394509405184
172,"{104, 140, 124}",0.009862735129639044
173,"{104, 124, 159}",0.007829181494661922
174,"{104, 163, 124}",0.006710726995424504
175,"{104, 124, 167}",0.017895271987798677
176,"{104, 124, 168}",0.011489578037620742
177,"{104, 132, 125}",0.00681240467717336
178,"{104, 125, 135}",0.0066090493136756485
179,"{104, 140, 125}",0.008235892221657347
180,"{104, 125, 159}",0.012302999491611592
181,"{104, 163, 125}",0.008540925266903915
182,"{104, 125, 167}",0.023182511438739197
183,"{104, 125, 168}",0.012913065582104729
184,"{104, 132, 135}",0.005388917132689374
185,"{104, 140, 132}",0.007219115404168785
186,"{104, 132, 159}",0.005998983223182512
187,"{104, 132, 167}",0.010167768174885612
188,"{104, 132, 168}",0.00813421453990849
189,"{104, 140, 135}",0.005388917132689374
190,"{104, 167, 135}",0.007625826131164209
191,"{104, 168, 135}",0.005388917132689374
192,"{104, 140, 159}",0.007219115404168785
193,"{104, 140, 167}",0.013929842399593289
194,"{104, 140, 168}",0.008337569903406202
195,"{104, 153, 167}",0.00630401626842908
196,"{104, 163, 159}",0.007829181494661922
197,"{104, 167, 159}",0.01708185053380783
198,"{104, 168, 159}",0.012302999491611592
199,"{104, 163, 167}",0.014641586171835282
200,"{104, 163, 168}",0.010167768174885612
201,"{104, 165, 167}",0.005897305541433655
202,"{104, 168, 167}",0.02226741230299949
203,"{167, 107, 111}",0.005083884087442806
204,"{140, 107, 124}",0.005388917132689374
205,"{107, 124, 167}",0.008540925266903915
206,"{168, 107, 124}",0.005795627859684799
207,"{107, 125, 167}",0.0056939501779359435
208,"{107, 132, 167}",0.0056939501779359435
209,"{107, 140, 167}",0.008235892221657347
210,"{167, 107, 159}",0.006710726995424504
211,"{168, 107, 167}",0.009150991357397052
212,"{167, 124, 111}",0.0062023385866802234
213,"{159, 125, 111}",0.0052872394509405184
214,"{167, 125, 111}",0.008947635993899338
215,"{168, 125, 111}",0.0052872394509405184
216,"{167, 132, 111}",0.005592272496187087
217,"{159, 167, 111}",0.008439247585155059
218,"{159, 168, 111}",0.006405693950177936
219,"{167, 163, 111}",0.005998983223182512
220,"{168, 167, 111}",0.009557702084392475
221,"{113, 124, 167}",0.0062023385866802234
222,"{113, 125, 167}",0.00681240467717336
223,"{124, 125, 159}",0.005897305541433655
224,"{124, 125, 167}",0.012709710218607015
225,"{168, 124, 125}",0.007219115404168785
226,"{132, 124, 135}",0.005998983223182512
227,"{132, 124, 140}",0.009659379766141332
228,"{132, 124, 167}",0.009354346720894764
229,"{168, 132, 124}",0.005998983223182512
230,"{140, 124, 135}",0.00630401626842908
231,"{167, 124, 135}",0.0052872394509405184
232,"{140, 124, 159}",0.005388917132689374
233,"{140, 124, 167}",0.008845958312150484
234,"{168, 140, 124}",0.00864260294865277
235,"{167, 124, 159}",0.010981189628876462
236,"{168, 124, 159}",0.008744280630401627
237,"{163, 124, 167}",0.007829181494661922
238,"{168, 124, 167}",0.015556685307574987
239,"{132, 125, 167}",0.007727503812913066
240,"{168, 132, 125}",0.005185561769191663
241,"{167, 125, 135}",0.0052872394509405184
242,"{140, 125, 167}",0.00813421453990849
243,"{167, 125, 159}",0.011997966446365024
244,"{168, 125, 159}",0.00813421453990849
245,"{163, 125, 167}",0.00945602440264362
246,"{168, 163, 125}",0.006405693950177936
247,"{168, 125, 167}",0.014539908490086425
248,"{140, 132, 135}",0.0056939501779359435
249,"{140, 132, 167}",0.006710726995424504
250,"{168, 140, 132}",0.005592272496187087
251,"{167, 132, 159}",0.007219115404168785
252,"{163, 132, 167}",0.005083884087442806
253,"{168, 132, 167}",0.008744280630401627
254,"{167, 140, 135}",0.00681240467717336
255,"{168, 167, 135}",0.0052872394509405184
256,"{167, 140, 159}",0.007829181494661922
257,"{168, 140, 159}",0.0066090493136756485
258,"{163, 140, 167}",0.005490594814438231
259,"{168, 140, 167}",0.01047280122013218
260,"{167, 163, 159}",0.007930859176410779
261,"{168, 163, 159}",0.0062023385866802234
262,"{168, 167, 159}",0.015149974580579562
263,"{168, 163, 167}",0.010879511947127605
