,0,1
0,"{32, 167, 104, 125}",0.005795627859684799
1,"{66, 167, 104, 168}",0.005083884087442806
2,"{167, 104, 125, 111}",0.005490594814438231
3,"{167, 104, 168, 111}",0.005083884087442806
4,"{167, 104, 124, 125}",0.0062023385866802234
5,"{167, 104, 124, 168}",0.005998983223182512
6,"{167, 104, 125, 159}",0.007015760040671073
7,"{163, 167, 104, 125}",0.005185561769191663
8,"{167, 104, 125, 168}",0.007829181494661922
9,"{167, 104, 168, 159}",0.007625826131164209
10,"{163, 167, 104, 168}",0.005592272496187087
11,"{167, 168, 125, 159}",0.0056939501779359435
